"에너지원별(1)",에너지원별(2),에너지원별(3),에너지원별(4),2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"에너지원별(1)",에너지원별(2),에너지원별(3),에너지원별(4),전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
"① 재생에너지",수력 (MWh),자가용,소계,1723,-,27,-,-,-,-,-,1276,-,-,64,-,-,-,-,356,5290,-,305,-,1641,-,-,-,-,1697,1545,-,51,-,-,-,5,47,5670,-,154,-,931,-,548,-,-,1924,1520,17,101,-,-,-,5,471,7091,-,32,-,574,-,553,-,-,1385,1262,16,124,-,-,2765,4,376,2895,-,66,-,566,-,340,-,-,1490,-,16,46,-,-,-,-,371,3463,-,41,-,863,-,553,-,-,1572,-,12,54,-,-,-,-,369,2823,-,57,-,571,-,342,-,-,1387,-,4,90,-,-,-,-,371,2467,-,70,-,290,-,245,-,-,1496,-,8,51,-,-,-,-,308,2208,-,55,-,33,-,241,-,-,1525,-,-,100,-,-,-,-,253,2595,-,7,-,705,-,257,-,-,1342,-,-,67,-,-,-,-,217,3793,-,212,-,1850,-,122,-,-,1408,-,-,12,-,-,-,-,190
"① 재생에너지",해양 (MWh),소계,소계,465924,-,-,-,-,-,-,-,465924,-,-,-,-,-,-,-,-,483777,-,-,-,-,-,-,-,-,483777,-,-,-,-,-,-,-,-,492172,-,-,-,-,-,-,-,-,492172,-,-,-,-,-,-,-,-,496354,-,-,-,-,-,-,-,-,496354,-,-,-,-,-,-,-,-,495556,-,-,-,-,-,-,-,-,495556,-,-,-,-,-,-,-,-,489466,-,-,-,-,-,-,-,-,489466,-,-,-,-,-,-,-,-,485353,-,-,-,-,-,-,-,-,485353,-,-,-,-,-,-,-,-,474321,-,-,-,-,-,-,-,-,474321,-,-,-,-,-,-,-,0,457263,-,-,-,-,-,-,-,-,457257,-,-,-,-,-,-,-,6,454980,-,-,-,-,-,-,-,-,454961,-,-,-,-,13,-,-,6,423843,-,-,-,-,-,-,-,-,423839,-,-,-,-,3,-,-,1
"① 재생에너지",해양 (MWh),사업용,소계,465924,-,-,-,-,-,-,-,465924,-,-,-,-,-,-,-,-,483777,-,-,-,-,-,-,-,-,483777,-,-,-,-,-,-,-,-,492172,-,-,-,-,-,-,-,-,492172,-,-,-,-,-,-,-,-,496354,-,-,-,-,-,-,-,-,496354,-,-,-,-,-,-,-,-,495556,-,-,-,-,-,-,-,-,495556,-,-,-,-,-,-,-,-,489466,-,-,-,-,-,-,-,-,489466,-,-,-,-,-,-,-,-,485353,-,-,-,-,-,-,-,-,485353,-,-,-,-,-,-,-,-,474321,-,-,-,-,-,-,-,-,474321,-,-,-,-,-,-,-,0,457263,-,-,-,-,-,-,-,-,457257,-,-,-,-,-,-,-,6,454980,-,-,-,-,-,-,-,-,454961,-,-,-,-,13,-,-,6,423843,-,-,-,-,-,-,-,-,423839,-,-,-,-,3,-,-,1
"① 재생에너지",바이오 (MWh),소계,소계,1027251,13457,17806,16862,419188,4544,54,275940,800,13563,4796,75642,73416,9896,1251,96902,3134,1839568,57180,15133,19207,429071,3209,226,273917,-,915,136516,3327,191181,128912,32373,551,545551,2299,4656238,17281,16862,20268,763705,5949,159,308915,-,28148,431328,6793,941454,206537,165008,235,1242699,500897,5546583,48997,15796,21515,593432,6136,76,457880,-,44721,426224,8713,1418489,199411,90036,2730,1171655,1040772,6237564,44648,14618,22702,647645,6180,70,520289,7089,58033,407425,9257,1802427,295318,59369,2292,1138980,1201221,7466664,43273,14892,23232,282237,4545,43,758823,2170,56851,872775,8380,1733694,1985428,76147,6863,828161,769151,9363229,40499,11336,25236,262440,2901,-,784868,20496,253217,1084511,7308,1890056,3163041,37854,10452,671011,1098003,10415632,37612,9123,22390,265584,2303,-,723555,25036,315130,1238396,10547,2037524,3310551,24132,17576,515194,1860981,9938354,29554,9827,29663,228842,4779,-,799437,25790,302620,1527599,8846,1933197,3157632,45367,29698,434237,1371267,11788068,28706,14294,14158,210856,3107,-,689987,27461,346957,2225996,8492,2677939,3676706,57690,22778,372760,1410179,11927592,27783,12534,6072,228231,3051,-,290267,12460,379897,1883771,8211,2810616,4347686,93969,19547,191845,1611653
"① 재생에너지",바이오 (MWh),사업용,소계,654430,-,17703,10891,410822,4544,54,-,101,13563,3765,75642,8318,8280,1251,96902,2593,1366716,19644,15133,12464,414614,3209,226,-,-,172,133059,3327,191181,7687,29749,551,533941,1759,4225476,1642,16862,12270,763500,5213,159,34667,-,27167,427584,4196,941454,104179,157679,235,1229372,499297,5165641,32203,15796,13945,593432,6136,76,194469,-,39817,426224,5117,1418485,121006,87792,167,1170204,1040772,5940066,30399,14618,15894,647645,6180,70,261070,7089,45021,407425,8567,1802427,295293,59138,0,1138008,1201221,7178784,32990,14892,17357,282237,4545,43,499180,2170,46762,872775,7711,1733694,1985396,75916,5806,828161,769151,9076016,32093,11336,18220,262440,2901,-,528201,20496,241210,1084511,6916,1889367,3163009,37595,8707,671011,1098003,10111154,32048,9123,15618,265584,2303,-,445915,25036,306301,1238396,7908,2036585,3310551,23705,15907,515194,1860981,9664364,27749,9827,14619,228842,4779,-,558487,25790,294247,1527599,6787,1928952,3157632,44970,28582,434237,1371267,11454757,28706,14294,10287,210856,3107,-,428017,27461,338567,2225996,6341,2622595,3676706,57293,21676,372676,1410179,11503337,27783,10614,5187,228231,3051,-,55475,12460,374028,1883771,6231,2638367,4347686,93806,13151,191845,1611653
"① 재생에너지",바이오 (MWh),자가용,소계,372821,13457,103,5971,8366,-,-,275940,699,-,1031,-,65098,1616,-,-,541,472852,37536,-,6743,14457,-,-,273917,-,743,3457,-,-,121225,2624,-,11611,540,430762,15639,-,7998,205,736,-,274248,-,981,3744,2597,-,102358,7329,-,13327,1600,380942,16794,-,7570,-,-,-,263411,-,4904,-,3596,4,78405,2244,2563,1451,-,297498,14249,-,6808,-,-,-,259219,-,13012,-,690,-,25,231,2292,972,-,287879,10283,-,5875,-,-,-,259643,-,10089,-,669,-,32,231,1057,-,-,287213,8406,-,7016,-,-,-,256667,-,12007,-,392,689,32,259,1745,-,-,304478,5564,-,6772,-,-,-,277640,-,8829,-,2639,939,-,427,1669,-,-,273990,1805,-,15044,-,-,-,240950,-,8373,-,2059,4246,-,397,1116,-,-,333310,-,-,3871,-,-,-,261970,-,8390,-,2151,55345,-,397,1102,85,-,424255,-,1920,885,-,-,-,234792,-,5869,-,1980,172249,-,163,6396,-,-
"① 재생에너지",바이오 (MWh),바이오가스,소계,38973,13457,4649,5971,4333,-,-,-,800,1397,1031,355,146,1616,-,4440,779,99810,57180,2385,6743,8181,-,-,-,-,915,3457,6,334,2552,1605,-,15878,573,94931,17281,1601,7998,935,5,-,-,-,22466,5546,3571,309,12822,2770,-,17714,1913,121142,43274,478,7570,9122,80,-,-,-,19979,4845,2887,2710,13867,3848,2500,7860,2122,138600,44648,-,6808,8898,-,-,-,-,34926,4798,6650,3662,12829,1703,2292,8181,3205,170599,43273,-,5875,9813,-,-,-,-,47044,4852,6371,7873,24821,852,6863,9454,3509,175007,40499,-,7016,10509,-,-,-,-,51059,5517,5655,8572,22171,899,7758,12455,2897,195247,37612,-,6772,18270,-,-,-,-,53175,10184,9478,12712,23501,1624,8347,11428,2145,179046,29554,2694,15044,18563,-,-,-,-,40184,11242,8086,11159,21281,1104,6985,10988,2162,191081,28706,5792,3871,16138,-,-,-,-,60627,12431,7884,12176,23314,1362,7885,8917,1977,152742,27783,6051,885,18425,-,-,-,-,32676,11306,7703,12051,16314,1477,8136,7217,2718
"① 재생에너지",바이오 (MWh),바이오가스,사업용,15461,-,4546,-,4333,-,-,-,101,1397,-,355,51,-,-,4440,238,37480,19644,2385,-,8181,-,-,-,-,172,-,6,334,2457,-,-,4267,33,47507,1642,1601,-,935,5,-,-,-,21485,1802,1679,309,11903,1430,-,4403,313,92207,32203,478,-,9122,80,-,-,-,15075,4845,2887,2710,13793,2483,-,6409,2122,100320,30399,-,-,8898,-,-,-,-,21914,4798,5960,3662,12804,1472,-,7209,3205,142362,32990,-,-,9813,-,-,-,-,36955,4852,5702,7873,24789,621,5806,9454,3509,144461,32093,-,-,10509,-,-,-,-,39052,5517,5263,7883,22139,640,6013,12455,2897,168409,32048,-,-,18270,-,-,-,-,44346,10184,6839,11773,23501,1197,6678,11428,2145,149710,27749,2694,-,18563,-,-,-,-,31811,11242,6027,10617,21281,708,5869,10988,2162,174406,28706,5792,-,16138,-,-,-,-,52238,12431,5733,11496,23314,966,6783,8832,1977,135429,27783,4131,-,18425,-,-,-,-,26807,11306,5723,11953,16314,1314,1739,7217,2718
"① 재생에너지",바이오 (MWh),바이오가스,자가용,23512,13457,103,5971,-,-,-,-,699,-,1031,-,95,1616,-,-,541,62330,37536,-,6743,-,-,-,-,-,743,3457,-,-,96,1605,-,11611,540,47424,15639,-,7998,-,-,-,-,-,981,3744,1892,-,919,1340,-,13311,1600,28935,11071,-,7570,-,-,-,-,-,4904,-,-,-,74,1365,2500,1451,-,38279,14249,-,6808,-,-,-,-,-,13012,-,690,-,25,231,2292,972,-,28236,10283,-,5875,-,-,-,-,-,10089,-,669,-,32,231,1057,-,-,30546,8406,-,7016,-,-,-,-,-,12007,-,392,689,32,259,1745,-,-,26838,5564,-,6772,-,-,-,-,-,8829,-,2639,939,-,427,1669,-,-,29336,1805,-,15044,-,-,-,-,-,8373,-,2059,542,-,397,1116,-,-,16675,-,-,3871,-,-,-,-,-,8390,-,2151,679,-,397,1102,85,-,17312,-,1920,885,-,-,-,-,-,5869,-,1980,99,-,163,6396,-,-
"① 재생에너지",바이오 (MWh),매립지가스,소계,419409,-,13157,-,382131,4544,54,-,-,-,3765,-,457,8280,1251,3414,2355,293298,-,12747,-,256835,3209,226,-,-,-,-,3321,-,507,10120,551,4055,1726,253024,-,15261,-,205961,5944,159,-,-,-,-,2517,-,2184,16173,235,3169,1421,252312,5723,15318,-,208360,6056,76,-,-,-,-,2230,-,0,10679,167,1161,2542,238584,-,14618,-,202857,6180,70,-,-,-,587,2607,-,-,8994,0,330,2342,255827,-,14892,-,221244,4545,43,-,-,-,2859,2009,-,-,7738,-,0,2497,242172,-,11336,-,213783,2901,-,-,-,-,2615,1653,-,1046,6294,-,-,2543,239527,-,9123,-,211883,2303,-,-,-,-,2891,1069,-,2760,7023,-,270,2204,180043,-,7133,-,154988,4779,-,-,-,-,2049,760,-,344,6971,-,1030,1988,187485,-,8502,-,165191,3107,-,-,-,-,1654,608,-,-,6090,-,2,2330,206760,-,6483,-,188584,3051,-,-,-,-,1251,508,-,-,5106,-,-,1778
"① 재생에너지",바이오 (MWh),매립지가스,사업용,419409,-,13157,-,382131,4544,54,-,-,-,3765,-,457,8280,1251,3414,2355,293298,-,12747,-,256835,3209,226,-,-,-,-,3321,-,507,10120,551,4055,1726,246543,-,15261,-,205961,5208,159,-,-,-,-,2517,-,2184,10444,235,3153,1421,246589,-,15318,-,208360,6056,76,-,-,-,-,2230,-,0,10679,167,1161,2542,238584,-,14618,-,202857,6180,70,-,-,-,587,2607,-,-,8994,0,330,2342,255827,-,14892,-,221244,4545,43,-,-,-,2859,2009,-,-,7738,-,0,2497,242172,-,11336,-,213783,2901,-,-,-,-,2615,1653,-,1046,6294,-,-,2543,239527,-,9123,-,211883,2303,-,-,-,-,2891,1069,-,2760,7023,-,270,2204,180043,-,7133,-,154988,4779,-,-,-,-,2049,760,-,344,6971,-,1030,1988,187485,-,8502,-,165191,3107,-,-,-,-,1654,608,-,-,6090,-,2,2330,206760,-,6483,-,188584,3051,-,-,-,-,1251,508,-,-,5106,-,-,1778
"① 재생에너지",바이오 (MWh),매립지가스,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6481,-,-,-,-,736,-,-,-,-,-,-,-,-,5729,-,16,-,5723,5723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),우드칩,소계,88060,-,-,10891,-,-,-,-,-,12166,-,-,65003,-,-,-,-,119712,-,-,12464,22629,-,-,-,-,-,27018,-,-,56582,1019,-,-,-,106168,-,-,11792,13140,-,-,-,-,-,-,-,-,80976,260,-,-,-,132176,-,-,12710,12905,-,-,-,-,6396,-,-,-,83492,879,-,-,15794,54486,-,-,13399,4105,-,-,-,-,6786,-,-,9617,-,-,-,-,20579,52518,-,-,14843,13914,-,-,-,-,-,-,-,-,1234,-,-,-,22528,53786,-,-,16503,21341,-,-,-,-,-,-,-,-,-,-,-,-,15942,41753,-,-,15618,11415,-,-,-,-,-,1634,-,-,3241,2496,-,-,7349,99242,-,-,14619,653,-,-,-,-,24380,12628,-,3704,19436,19014,-,-,4809,222248,-,-,10287,3039,-,-,-,-,23148,33411,-,54665,61416,36282,-,-,-,319428,-,-,5187,1278,-,-,-,-,-,-,-,219746,32047,61170,-,-,-
"① 재생에너지",바이오 (MWh),우드칩,사업용,23057,-,-,10891,-,-,-,-,-,12166,-,-,-,-,-,-,-,62111,-,-,12464,22629,-,-,-,-,-,27018,-,-,-,-,-,-,-,105908,-,-,11792,13140,-,-,-,-,-,-,-,-,80976,-,-,-,-,131297,-,-,12710,12905,-,-,-,-,6396,-,-,-,83492,-,-,-,15794,54486,-,-,13399,4105,-,-,-,-,6786,-,-,9617,-,-,-,-,20579,52518,-,-,14843,13914,-,-,-,-,-,-,-,-,1234,-,-,-,22528,53786,-,-,16503,21341,-,-,-,-,-,-,-,-,-,-,-,-,15942,41753,-,-,15618,11415,-,-,-,-,-,1634,-,-,3241,2496,-,-,7349,95538,-,-,14619,653,-,-,-,-,24380,12628,-,-,19436,19014,-,-,4809,167583,-,-,10287,3039,-,-,-,-,23148,33411,-,-,61416,36282,-,-,-,319428,-,-,5187,1278,-,-,-,-,-,-,-,219746,32047,61170,-,-,-
"① 재생에너지",바이오 (MWh),우드칩,자가용,65003,-,-,-,-,-,-,-,-,-,-,-,65003,-,-,-,-,57601,-,-,-,-,-,-,-,-,-,-,-,-,56582,1019,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,879,-,-,-,-,-,-,-,-,-,-,-,-,-,879,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3704,-,-,-,-,-,-,-,-,-,-,-,3704,-,-,-,-,-,54665,-,-,-,-,-,-,-,-,-,-,-,54665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),목재펠릿,소계,83015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83015,-,696539,-,-,-,104336,-,-,-,-,-,34186,-,83525,-,19628,-,454864,-,2764069,-,-,-,543464,-,-,-,-,-,106053,-,822619,1093,145805,-,1145035,-,2512521,-,-,-,363045,-,-,-,-,-,113772,3596,875609,5728,68487,63,1082221,-,2679313,-,-,-,414081,-,-,-,-,-,81714,-,908288,170747,48673,-,1055810,-,3722931,-,-,-,21470,-,-,-,-,-,545131,-,739000,1621162,67557,-,728611,-,4837318,-,-,-,-,-,-,-,-,-,808631,-,690231,2765667,30584,163,542041,-,4959229,-,-,-,-,-,-,-,-,-,912508,-,655846,2891365,9757,-,489754,-,4926845,-,-,-,-,-,-,-,-,-,1267797,-,627000,2709205,-,-,322842,-,6794232,-,-,-,-,-,-,-,-,-,1995576,-,1364378,3193072,-,-,241206,-,7393419,-,-,-,-,-,-,-,-,-,1667245,-,1627134,3967655,-,-,131386,-
"① 재생에너지",바이오 (MWh),목재펠릿,사업용,83015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83015,-,696539,-,-,-,104336,-,-,-,-,-,34186,-,83525,-,19628,-,454864,-,2764069,-,-,-,543464,-,-,-,-,-,106053,-,822619,1093,145805,-,1145035,-,2508862,-,-,-,363045,-,-,-,-,-,113772,-,875609,5728,68487,-,1082221,-,2679313,-,-,-,414081,-,-,-,-,-,81714,-,908288,170747,48673,-,1055810,-,3722931,-,-,-,21470,-,-,-,-,-,545131,-,739000,1621162,67557,-,728611,-,4837318,-,-,-,-,-,-,-,-,-,808631,-,690231,2765667,30584,163,542041,-,4959229,-,-,-,-,-,-,-,-,-,912508,-,655846,2891365,9757,-,489754,-,4926845,-,-,-,-,-,-,-,-,-,1267797,-,627000,2709205,-,-,322842,-,6794232,-,-,-,-,-,-,-,-,-,1995576,-,1364378,3193072,-,-,241206,-,7393419,-,-,-,-,-,-,-,-,-,1667245,-,1627134,3967655,-,-,131386,-
"① 재생에너지",바이오 (MWh),목재펠릿,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3659,-,-,-,-,-,-,-,-,-,-,3596,-,-,-,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),폐목재,소계,40534,-,-,-,32724,-,-,-,-,-,-,-,7810,-,-,-,-,178215,-,-,-,37089,-,-,-,-,-,71856,-,-,69270,-,-,-,-,90472,-,-,-,205,-,-,-,-,-,-,-,-,90267,-,-,-,-,96324,-,-,-,-,-,-,-,-,-,-,-,-,96324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),폐목재,사업용,32168,-,-,-,24358,-,-,-,-,-,-,-,7810,-,-,-,-,99211,-,-,-,22632,-,-,-,-,-,71856,-,-,4723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17993,-,-,-,-,-,-,-,-,-,-,-,-,17993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),폐목재,자가용,8366,-,-,-,8366,-,-,-,-,-,-,-,-,-,-,-,-,79004,-,-,-,14457,-,-,-,-,-,-,-,-,64547,-,-,-,-,90472,-,-,-,205,-,-,-,-,-,-,-,-,90267,-,-,-,-,78331,-,-,-,-,-,-,-,-,-,-,-,-,78331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),흑액,소계,275940,-,-,-,-,-,-,275940,-,-,-,-,-,-,-,-,-,273917,-,-,-,-,-,-,273917,-,-,-,-,-,-,-,-,-,-,274248,-,-,-,-,-,-,274248,-,-,-,-,-,-,-,-,-,-,263411,-,-,-,-,-,-,263411,-,-,-,-,-,-,-,-,-,-,259219,-,-,-,-,-,-,259219,-,-,-,-,-,-,-,-,-,-,259643,-,-,-,-,-,-,259643,-,-,-,-,-,-,-,-,-,-,256667,-,-,-,-,-,-,256667,-,-,-,-,-,-,-,-,-,-,277640,-,-,-,-,-,-,277640,-,-,-,-,-,-,-,-,-,-,240950,-,-,-,-,-,-,240950,-,-,-,-,-,-,-,-,-,-,261970,-,-,-,-,-,-,261970,-,-,-,-,-,-,-,-,-,-,234792,-,-,-,-,-,-,234792,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),흑액,자가용,275940,-,-,-,-,-,-,275940,-,-,-,-,-,-,-,-,-,273917,-,-,-,-,-,-,273917,-,-,-,-,-,-,-,-,-,-,274248,-,-,-,-,-,-,274248,-,-,-,-,-,-,-,-,-,-,263411,-,-,-,-,-,-,263411,-,-,-,-,-,-,-,-,-,-,259219,-,-,-,-,-,-,259219,-,-,-,-,-,-,-,-,-,-,259643,-,-,-,-,-,-,259643,-,-,-,-,-,-,-,-,-,-,256667,-,-,-,-,-,-,256667,-,-,-,-,-,-,-,-,-,-,277640,-,-,-,-,-,-,277640,-,-,-,-,-,-,-,-,-,-,240950,-,-,-,-,-,-,240950,-,-,-,-,-,-,-,-,-,-,261970,-,-,-,-,-,-,261970,-,-,-,-,-,-,-,-,-,-,234792,-,-,-,-,-,-,234792,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (MWh),하수슬러지 고형연료,소계,81320,-,-,-,-,-,-,-,-,-,-,75287,-,-,-,6033,-,178077,-,-,-,-,-,-,-,-,-,-,-,107322,-,-,-,70755,-,195307,-,-,-,-,-,-,-,-,-,-,-,118526,-,-,-,76781,-,282542,-,-,-,-,-,-,-,-,-,-,-,202129,-,-,-,80413,-,284973,-,-,-,-,-,-,-,-,-,-,-,210314,-,-,-,74659,-,331095,-,-,-,-,-,-,-,-,-,-,-,240998,-,-,-,90097,-,405314,-,-,-,-,-,-,-,-,-,-,-,286936,-,-,2531,115847,-,338143,-,-,-,-,-,-,-,-,-,-,-,328914,-,-,9229,-,-,410193,-,-,-,-,-,-,-,-,-,-,-,299073,-,-,22713,88408,-,406146,-,-,-,-,-,-,-,-,-,-,-,306950,-,-,14893,84303,-,73784,-,-,-,-,-,-,-,-,-,-,-,62373,-,-,11412,-,-
"① 재생에너지",바이오 (MWh),하수슬러지 고형연료,사업용,81320,-,-,-,-,-,-,-,-,-,-,75287,-,-,-,6033,-,178077,-,-,-,-,-,-,-,-,-,-,-,107322,-,-,-,70755,-,195307,-,-,-,-,-,-,-,-,-,-,-,118526,-,-,-,76781,-,282542,-,-,-,-,-,-,-,-,-,-,-,202129,-,-,-,80413,-,284973,-,-,-,-,-,-,-,-,-,-,-,210314,-,-,-,74659,-,331095,-,-,-,-,-,-,-,-,-,-,-,240998,-,-,-,90097,-,405314,-,-,-,-,-,-,-,-,-,-,-,286936,-,-,2531,115847,-,338143,-,-,-,-,-,-,-,-,-,-,-,328914,-,-,9229,-,-,410193,-,-,-,-,-,-,-,-,-,-,-,299073,-,-,22713,88408,-,406146,-,-,-,-,-,-,-,-,-,-,-,306950,-,-,14893,84303,-,73784,-,-,-,-,-,-,-,-,-,-,-,62373,-,-,11412,-,-
"① 재생에너지",바이오 (MWh),Bio-SRF,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,341254,-,-,478,-,-,-,-,-,1147,319729,705,-,19195,-,-,-,-,652965,-,-,1174,-,-,-,-,-,-,307607,-,338041,-,6143,-,-,-,1127409,-,-,-,17704,-,-,-,7089,-,320327,-,670546,111742,-,-,-,-,1431740,-,-,-,15796,-,-,-,2170,9807,319933,-,745822,338211,-,-,-,-,1782965,-,-,-,16807,-,-,-,20496,198697,267747,-,904317,374157,77,-,668,-,2068895,-,-,-,24016,-,-,-,25036,261955,311180,-,1040052,389684,3232,-,13741,-,1983916,-,-,-,54639,-,-,-,25790,238056,233882,-,992262,407366,18277,-,10969,2675,1892499,-,-,-,26487,-,-,-,27461,263181,182924,-,939771,398904,13956,-,38332,1484,1892487,-,-,-,19945,-,-,-,12460,347221,203969,-,889312,331670,26216,-,53242,8452
