"용도별(1)",용도별(2),2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"용도별(1)",용도별(2),계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성,계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,개성
"제조업",전기기기,5151054,16337,100909,225506,190752,199131,87778,92709,30305,1065260,16870,798272,494038,113340,92280,669977,954816,332,2442,5088701,16371,105293,221541,196636,212164,86144,96465,35143,1103664,19969,778341,410316,106870,95729,661882,940103,434,1636,5222061,14952,105470,208118,199975,215300,84657,158939,36613,1093797,26020,803809,430560,107902,108521,679092,945061,516,2759,5353309,12368,106629,201356,199200,215908,80886,317148,35331,1074987,33066,835714,440058,131640,66669,674295,924282,610,3162,5656438,12262,103776,187243,205217,222808,80218,374310,34868,1081652,33471,988087,425442,130350,140864,694446,940308,760,356,5801908,11425,107717,180189,178502,236622,83609,381602,33539,1040171,38062,1125141,428906,130692,149939,750786,924235,771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제조업",영상 음향,37681599,146549,81745,288769,815411,482575,296531,50139,7072,16207248,37574,3527256,9869015,399991,45563,4817924,590858,505,16874,38678769,144230,85417,293500,911510,490073,396820,43429,33090,16451224,36969,3641676,10255151,395484,46645,4828916,615139,8,9488,38698786,136344,91227,323839,932633,500846,452810,29884,29688,16474457,33792,3808252,10134898,414411,48329,4653231,618626,0,15519,38440880,119958,91287,333091,915072,474992,420736,22066,23672,16583276,32187,3910064,10179377,398785,46397,4271136,599966,0,18818,44497525,103691,89757,320261,1078104,730433,442603,22027,182092,22171639,34162,3961941,10144897,418468,43992,4161617,589690,-,2152,47699795,46225,90644,252662,1124564,723764,474561,24165,170366,24519644,43986,4103832,10953811,420005,42399,4174971,534196,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제조업",의료 광학,3191569,39395,52466,55614,925233,13296,83383,17582,2040,947509,50927,326790,213110,95046,32366,170193,163411,3208,0,4948416,39068,54062,68709,2532151,12491,89526,18798,10325,1012772,58984,378653,212709,93125,34119,171295,158247,3382,0,5054537,42040,60417,69588,2390047,12751,84705,22435,12580,1031638,63270,407543,388034,91143,35785,180897,158224,3440,0,5615076,44257,67807,74853,2463884,14563,90167,21484,12107,1106204,71069,448911,714739,93708,39991,192924,154470,3938,0,5859907,47329,70536,79060,2444405,20653,98456,21374,13292,1197404,81252,510595,765080,91145,44250,205322,165548,4207,-,5931997,54697,74733,85871,2250315,27221,97278,22508,24557,1336390,84397,587361,771894,64088,49380,217771,178498,5038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제조업",자동차,17041507,21652,1049904,1291732,728109,447047,212518,2416330,17656,3102172,106681,523876,2213185,863167,53970,2028125,1955444,650,9289,17588170,23548,1034126,1354751,712258,490080,219091,2406535,73499,3092126,125074,549391,2299054,878660,76194,2169532,2077901,879,5471,18334343,21859,1077013,1414828,695199,512178,229997,2493913,75230,3128030,128491,595909,2484420,931956,79389,2286013,2169642,863,9413,18468776,20914,1075709,1414323,652598,519659,222588,2481790,77149,3097546,132206,607551,2588823,908113,80378,2394212,2184266,870,10081,18276571,20582,1073851,1393384,651624,508656,217281,2384823,80051,3045166,122824,595838,2659075,860890,78299,2408913,2173414,778,1122,17903595,20182,1046529,1381273,612898,512148,218191,2367150,79009,2977165,113448,603349,2526658,859741,72132,2356890,2156059,773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제조업",기타운송,5643223,15224,283199,79676,93276,12043,4156,1354477,40,79246,179117,84281,30214,152615,614661,109760,2549929,425,884,5387979,17249,272717,70857,121626,12279,2409,1341975,149,71393,161559,75380,30008,147698,525298,111842,2424659,421,460,5679768,17230,279665,71056,202702,11833,2298,1416265,0,74269,152406,81010,29786,167666,647096,120051,2404986,435,1014,5821973,18253,284119,72389,162824,12109,3064,1401049,0,63496,134676,87470,31678,177702,674625,121369,2575675,464,1011,5435471,17921,266209,70535,51618,7827,4522,1219543,-,50125,125638,86774,33348,164143,641852,120884,2573952,487,94,4420508,17656,231141,68127,54225,5140,5439,1020610,0,67594,108629,82496,33766,70980,481592,123935,2048646,532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제조업",가구 및 기타,1890201,164537,53868,39084,233808,4057,23032,7615,426,1061764,14429,103830,26305,14005,9203,39448,88026,1638,5126,2118918,234386,52723,40056,227804,4376,21805,7227,1621,1185453,11370,147221,21916,12764,10057,40703,94937,1282,3217,2265059,299376,52030,39496,215871,4712,21770,6766,1579,1185197,11177,226600,22431,14222,10618,43134,103474,1294,5312,2392198,295585,52442,38470,215448,5496,21311,5286,2493,1221007,11588,316230,23510,16104,10929,40531,109088,1333,5347,2547145,129841,51060,39146,236218,6143,21764,6266,4956,1362136,13202,403028,29923,16345,10474,46212,168228,1548,654,3408877,132707,49733,41814,360778,13392,31657,4984,5132,1833112,12872,513501,53804,16175,14670,60280,262523,1743,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제조업",재생재료,557681,3234,9089,21074,47399,9134,2539,1523,444,123838,5865,63297,22879,85965,43052,71779,45722,848,0,570260,3072,8808,21801,48640,16004,2401,1334,1970,129241,4006,57722,22705,89508,42797,71354,48041,856,0,558699,2872,9416,23582,48124,15828,2221,1305,2102,127791,3343,39738,23136,93103,41452,79308,44592,786,0,548565,2987,11542,26500,44498,15383,2083,1308,2378,122039,3438,42113,22362,94066,33985,77013,46108,762,0,543961,2907,12660,27744,41256,15353,2171,1205,2470,123408,3501,43129,21863,94271,31976,74520,44843,686,-,563329,2875,13104,33616,32538,16049,2252,1626,2603,133041,3418,46038,19725,99003,31932,77104,47662,743,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제조업(10차)",소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,262305861,1721945,7330890,5744387,11844027,2768149,2507444,27607014,1490878,59238076,5799777,16445863,38054811,12548451,21471335,29687785,17791528,253501,-,258477476,1616366,7205199,5490944,11215584,2679865,2332986,28239908,1522647,59379236,5459757,16970583,38743760,12011679,19614531,28333755,17399068,261610,-,248540483,1496106,6874835,5048120,10883983,2612757,2295602,27379654,1606813,60562115,5217195,17169602,36611696,10291884,18323416,25168848,16720533,277326,-,262361863,1544200,7175259,5458907,11543628,2836237,2388264,27845916,1717632,66445929,5405503,18241476,34630974,10894934,20251044,27689281,17989597,303083,-,266892573,1510903,7053232,5608376,11440330,2791763,2355623,27142626,1773473,69643238,5567812,18868303,35367782,10959480,21044390,27498700,17957740,308801,-
"제조업(10차)",식료품,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10567031,231958,558499,194271,619405,113706,130386,176069,102988,2428316,464677,1066557,1045077,1476173,569843,497535,798972,92599,-,10932610,231717,546539,204465,611897,120086,132185,174773,105531,2512439,472788,1103046,1113407,1545549,628422,515328,818621,95817,-,11533642,222159,546699,206864,612767,126609,135928,176248,108099,2598805,477667,1141813,1291029,1603189,824544,529620,835040,96560,-,12114429,229770,588799,215988,647223,135456,141766,181879,110529,2742042,506910,1211162,1341884,1671103,850474,559796,873591,106057,-,12421748,227207,590743,220300,657765,137721,141433,189743,117364,2824176,521518,1256591,1394487,1662983,889927,573159,906129,110502,-
"제조업(10차)",음료,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1127777,15896,22607,23440,16367,42928,19215,13302,2034,265018,100281,149787,74173,106763,22754,66187,114967,72058,-,1134722,15682,22445,24361,15815,40143,20013,14799,5404,276015,103202,139289,79170,111129,22531,66969,105838,71916,-,1167144,15226,21762,23020,13872,39221,19024,15155,8587,286869,108102,134583,82097,116298,23114,71796,113144,75274,-,1228555,15592,21263,22341,14937,41626,18495,15115,9363,305586,116978,140690,84892,112874,22894,77073,124395,84441,-,1284194,14982,19976,23859,15232,44451,19163,16025,9409,328630,121385,147833,88804,114893,23036,79636,130360,86519,-
"제조업(10차)",담배,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180688,98,4,45,22,12595,59855,-,-,3031,7,8461,7,-,-,31017,65546,-,-,194650,97,4,45,18,10362,65195,-,-,3049,6,7768,16,-,-,34326,73764,-,-,201339,90,4,39,17,13612,68980,-,-,2717,4,8042,13,-,-,36264,71557,-,-,193632,88,4,34,13,14127,64379,-,-,3204,5,5796,14,-,-,34051,71917,-,-,201731,94,4,30,7,16839,66616,-,-,2917,13,5593,16,-,-,37621,71981,-,-
"제조업(10차)",섬유제품,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9464892,131349,316768,932776,42921,254591,36452,928741,26086,1665562,10267,229280,211789,617253,153219,3661857,245516,465,-,8664922,120701,274220,847598,38901,206321,32341,841698,23962,1542416,10397,186530,199771,583057,174991,3354074,227456,487,-,7654031,106325,243663,695674,38124,149103,29093,691708,23684,1427650,11123,173346,161947,636218,172417,2885739,207744,471,-,8165706,108992,261194,734602,38272,140867,30573,794738,26896,1474890,13923,179526,171810,667959,168120,3145234,207626,487,-,7796961,106383,247706,714758,37877,142665,29765,655985,23099,1427360,13094,183100,161444,608019,166032,3076331,202800,543,-
"제조업(10차)",의복모피,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,700397,351305,50382,52114,12896,2025,2659,535,224,152029,1306,5856,14511,27236,5215,12095,9796,213,-,655391,337508,48001,46993,12815,1848,2483,546,249,144437,1157,6076,13181,16486,4193,12265,7046,106,-,583366,298795,41414,39299,11686,1852,2289,963,186,133332,1125,6026,11369,13386,4462,10910,6145,129,-,594224,310266,38375,39972,12711,1801,2399,911,283,137027,1177,5749,9213,13568,4426,10061,6138,146,-,596366,314780,37921,39257,12148,1608,2408,797,215,136465,1275,4776,9500,13430,4623,11030,5979,153,-
"제조업(10차)",가죽가방,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,538156,29206,126008,5558,8436,236,2226,920,-,190801,342,69086,15491,7324,245,8546,73731,-,-,499444,25636,112523,5590,7809,189,2366,565,1958,180804,327,62924,15408,5572,465,8878,68424,7,-,459414,21760,99685,6006,6865,160,2388,455,2116,169539,349,58837,15291,5542,586,7914,61910,13,-,472189,21502,104194,4097,6929,154,2896,418,2243,175447,269,61387,15624,5780,605,6774,63853,16,-,464675,21167,101683,4204,6128,150,2816,314,2021,175947,356,61600,12643,4568,503,7252,63317,7,-
"제조업(10차)",목재나무,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1883352,4544,46643,17481,612837,6763,4520,15289,2094,509069,19963,52156,135568,293861,26925,74353,59862,1424,-,1742169,4315,45566,16624,564675,6641,4317,14834,1183,479271,19551,49339,126473,254887,24861,70208,58127,1297,-,1702772,4043,42197,15574,525391,6500,4121,14926,1126,482122,22574,51756,121805,252491,23691,74022,59066,1367,-,1760584,4201,45325,16502,513450,6316,4702,17620,1197,500613,23564,59294,130428,264414,24365,82622,64471,1500,-,1754400,4158,47855,15181,501921,6070,4665,15747,1339,502544,23171,59446,128080,266696,24737,81557,69687,1546,-
"제조업(10차)",펄프종이,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7869283,43360,27378,452305,56101,41552,526789,611732,1302,1944995,26816,900402,782877,1171575,97229,343654,819784,21432,-,8039742,38045,26564,441865,51729,44116,530606,601558,342631,1964268,27340,866874,762746,1089205,98737,340978,790856,21625,-,7853476,35208,25402,446434,47592,47290,529343,545577,360206,1905291,27286,837563,747915,1071714,96744,338196,770006,21707,-,8009899,37773,29569,459703,50909,50884,540988,580987,370162,1909845,24747,839135,778567,1072650,96801,347648,794446,25088,-,8010151,37111,29691,475283,49295,47687,549647,594967,364592,1889286,25082,848318,769159,1077717,91467,361973,776413,22462,-
"제조업(10차)",인쇄매체,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1588782,239939,28665,43007,68986,18651,13997,3635,347982,692775,2280,31025,48319,9727,1752,13285,23396,1361,-,1220919,226358,27196,39808,73916,16825,12652,3588,3795,684477,2136,32676,48881,9001,1867,14381,22102,1261,-,1187799,208348,26351,38487,70008,16579,12592,3155,3928,674797,1952,33505,50773,8125,1850,14231,21963,1156,-,1204470,204727,26082,38962,86836,18402,14821,3633,3866,673633,3678,34065,48617,8464,1916,13735,21711,1322,-,1185383,197759,24933,37325,89117,18773,16606,3190,3461,663157,6522,30243,48673,7538,1936,11861,22899,1391,-
"제조업(10차)",연탄석유,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13064957,3941,4000,13183,979845,625,828,6208313,3690,33604,1592,26844,3806468,5429,1933012,31965,11585,33,-,13360369,3812,4174,13075,889837,569,713,6232440,502,34904,1461,25550,4276499,3788,1826804,35166,11024,51,-,12549563,3080,4830,12786,919199,609,652,6067386,687,39565,1332,15659,3685683,4521,1743493,39821,10213,47,-,13281372,3193,5515,13056,901502,624,618,6085161,317,41939,1257,15947,4368299,3757,1782675,46461,11009,41,-,14037594,3070,5904,12444,795734,741,571,5875330,397,37649,1173,15648,5248896,4247,1975568,49940,10247,35,-
"제조업(10차)",화학,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40143338,63276,245598,192539,409414,60440,220849,9892795,603,4907469,95823,1444339,3332294,4015365,11625590,2856435,768344,12165,-,40187213,46089,260611,193313,360823,63030,218162,10655853,127246,5000468,99476,1555680,3411987,3828090,10696851,2895375,757103,17057,-,38342495,42680,267302,180967,346736,60415,215052,10260380,130641,5269538,94865,1676841,3692469,2212314,10473373,2651750,739376,27794,-,41256268,42368,274846,190597,366478,69093,227197,11015276,147510,5984298,92586,1786806,3907125,2048646,11517313,2775867,782246,28015,-,40984440,41500,265574,190558,371618,71690,225245,10727845,166838,6122299,90514,1825453,4005245,2108594,11187207,2843567,711849,28844,-
"제조업(10차)",의료의약,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2318474,14243,14800,14218,232875,1883,52552,6561,122503,872489,67337,573841,232572,30787,37700,28735,8289,7089,-,2346937,14610,13340,14102,265720,2122,54823,5319,32401,895215,84908,600143,246250,31934,38734,31273,8767,7277,-,2498875,15864,13784,14514,304454,2296,52217,4293,37340,922722,96510,646073,255783,32418,44595,38244,9246,8521,-,2675767,16638,13010,15069,327460,2224,54673,4408,44001,956292,105609,717012,270490,34448,49401,46964,10192,7876,-,2957354,17328,14064,14559,383525,2277,65270,4733,51942,1010213,113429,839219,285679,40828,49450,47267,9830,7739,-
"제조업(10차)",플라스틱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8930323,52890,192415,212777,258067,295308,409450,270576,26284,2275432,75120,1059550,1110208,244327,364261,991809,1083329,8520,-,8883630,51419,190040,212119,258950,291395,407332,269768,131929,2211962,77459,1089906,1093885,240254,348267,926878,1074298,7767,-,8679049,49764,179985,203705,255463,286646,389169,303144,125710,2207364,82990,1101817,1061731,237358,346503,839925,1000673,7103,-,9473458,49867,193589,215194,276272,316139,374948,596678,127579,2308095,94009,1152168,1106867,250996,370081,939909,1094644,6423,-,9479984,45512,196728,213329,268803,323527,400368,591673,126702,2242761,94301,1163912,1136508,252128,371899,960157,1085717,5959,-
"제조업(10차)",비금속,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11968296,27537,78419,71611,178129,20830,54516,190225,138097,1764592,3331991,2371206,870044,602894,571049,1251390,423189,22577,-,11746082,26219,76786,70419,172648,20245,55369,173212,365026,1711288,3120565,2305062,870664,622418,558793,1160181,414112,23074,-,11154137,24837,77925,67136,175010,21318,50819,163153,379777,1707192,2935972,2160268,841605,611691,543175,965358,405626,23275,-,11700452,24756,89499,76779,196273,22429,52177,175947,396789,1792694,3049750,2294049,893663,616046,567606,993358,432310,26329,-,11798098,22692,87314,77272,202620,22333,36894,171582,400851,1764804,3088865,2361003,887874,593438,555147,1052451,446254,26706,-
"제조업(10차)",1차금속,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45050028,15035,2111434,302183,2163568,68473,53018,4978589,335901,1940416,1173045,467328,9900999,2199706,4964780,10600688,3773810,1055,-,41871358,14234,2063674,286415,2000466,58643,52651,4920483,28753,1885515,1011434,447627,9884531,1967003,4029625,9723628,3495573,1102,-,36342999,12718,1958849,271550,1879205,58784,48889,4988678,34870,1847768,952602,372026,8185862,1823963,2730658,7763869,3411173,1535,-,35043680,12425,2005157,280566,1985355,54321,48358,4100923,39712,1980014,944326,391285,4722811,2318215,3384074,9051156,3722344,2639,-,35043548,12209,1876308,284163,1961718,45593,49150,3905498,39146,1989370,1032633,397056,4760849,2359042,4134280,8559279,3634607,2647,-
