계약종별 전력사용량 월별( 20240509 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2020년 07 월 ~ 2020년 12월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
202007,전체(시도),전체(시 / 군 / 구),주택용,"15,544,550 ","6,167,142,740 ","624,253,377,715 ",101.2 
202007,전체(시도),전체(시 / 군 / 구),일반용,"3,253,492 ","9,828,102,126 ","1,457,226,240,512 ",148.3 
202007,전체(시도),전체(시 / 군 / 구),교육용,"21,018 ","627,512,553 ","72,965,012,973 ",116.3 
202007,전체(시도),전체(시 / 군 / 구),산업용,"427,562 ","23,457,246,105 ","2,814,728,133,416 ",120.0 
202007,전체(시도),전체(시 / 군 / 구),농사용,"1,867,774 ","1,348,644,898 ","66,494,229,272 ",49.3 
202007,전체(시도),전체(시 / 군 / 구),가로등,"2,076,419 ","251,697,965 ","31,029,901,961 ",123.3 
202007,전체(시도),전체(시 / 군 / 구),심 야,"760,817 ","363,405,479 ","22,373,298,893 ",61.6 
202008,전체(시도),전체(시 / 군 / 구),주택용,"15,551,462 ","7,376,954,930 ","768,192,583,822 ",104.1 
202008,전체(시도),전체(시 / 군 / 구),일반용,"3,257,293 ","10,790,464,826 ","1,544,474,644,110 ",143.1 
202008,전체(시도),전체(시 / 군 / 구),교육용,"21,021 ","644,743,886 ","66,490,831,949 ",103.1 
202008,전체(시도),전체(시 / 군 / 구),산업용,"428,142 ","23,494,675,050 ","2,760,438,605,597 ",117.5 
202008,전체(시도),전체(시 / 군 / 구),농사용,"1,875,856 ","1,603,454,856 ","77,708,783,315 ",48.5 
202008,전체(시도),전체(시 / 군 / 구),가로등,"2,099,020 ","261,387,637 ","31,344,510,246 ",119.9 
202008,전체(시도),전체(시 / 군 / 구),심 야,"758,329 ","401,654,274 ","25,296,516,081 ",63.0 
202009,전체(시도),전체(시 / 군 / 구),주택용,"15,561,673 ","7,857,230,189 ","914,253,734,576 ",116.4 
202009,전체(시도),전체(시 / 군 / 구),일반용,"3,261,582 ","10,298,456,176 ","1,307,247,999,813 ",126.9 
202009,전체(시도),전체(시 / 군 / 구),교육용,"20,998 ","614,438,953 ","62,490,640,870 ",101.7 
202009,전체(시도),전체(시 / 군 / 구),산업용,"428,829 ","24,001,420,508 ","2,305,908,727,101 ",96.1 
202009,전체(시도),전체(시 / 군 / 구),농사용,"1,884,459 ","1,705,447,639 ","81,545,452,375 ",47.8 
202009,전체(시도),전체(시 / 군 / 구),가로등,"2,100,921 ","275,221,168 ","32,061,746,714 ",116.5 
202009,전체(시도),전체(시 / 군 / 구),심 야,"756,505 ","330,361,109 ","20,389,693,410 ",61.7 
202010,전체(시도),전체(시 / 군 / 구),주택용,"15,570,282 ","5,764,060,675 ","590,914,823,653 ",102.5 
202010,전체(시도),전체(시 / 군 / 구),일반용,"3,262,803 ","8,160,572,342 ","962,089,111,013 ",117.9 
202010,전체(시도),전체(시 / 군 / 구),교육용,"20,973 ","472,822,118 ","43,991,817,328 ",93.0 
202010,전체(시도),전체(시 / 군 / 구),산업용,"429,179 ","22,610,954,850 ","2,092,219,112,542 ",92.5 
202010,전체(시도),전체(시 / 군 / 구),농사용,"1,889,028 ","1,305,167,249 ","65,661,677,873 ",50.3 
202010,전체(시도),전체(시 / 군 / 구),가로등,"2,105,009 ","297,295,535 ","32,982,953,935 ",110.9 
202010,전체(시도),전체(시 / 군 / 구),심 야,"754,657 ","430,215,954 ","24,738,152,637 ",57.5 
202011,전체(시도),전체(시 / 군 / 구),주택용,"15,587,035 ","5,996,050,424 ","634,878,135,420 ",105.9 
202011,전체(시도),전체(시 / 군 / 구),일반용,"3,267,448 ","8,557,658,303 ","1,134,090,178,384 ",132.5 
202011,전체(시도),전체(시 / 군 / 구),교육용,"20,966 ","626,061,880 ","66,632,877,722 ",106.4 
202011,전체(시도),전체(시 / 군 / 구),산업용,"429,397 ","23,027,694,161 ","2,623,960,254,388 ",113.9 
202011,전체(시도),전체(시 / 군 / 구),농사용,"2,444,664 ","1,741,081,415 ","79,359,825,356 ",45.6 
202011,전체(시도),전체(시 / 군 / 구),가로등,"2,125,188 ","315,888,612 ","34,354,566,632 ",108.8 
202011,전체(시도),전체(시 / 군 / 구),심 야,"753,012 ","853,571,648 ","54,752,685,618 ",64.1 
202012,전체(시도),전체(시 / 군 / 구),주택용,"15,595,074 ","6,386,290,741 ","704,876,449,312 ",110.4 
202012,전체(시도),전체(시 / 군 / 구),일반용,"3,275,812 ","9,894,296,021 ","1,367,091,129,914 ",138.2 
202012,전체(시도),전체(시 / 군 / 구),교육용,"20,979 ","863,521,874 ","87,174,608,801 ",101.0 
202012,전체(시도),전체(시 / 군 / 구),산업용,"429,474 ","24,533,488,626 ","2,821,170,585,063 ",115.0 
202012,전체(시도),전체(시 / 군 / 구),농사용,"1,966,410 ","1,704,489,392 ","83,050,234,198 ",48.7 
202012,전체(시도),전체(시 / 군 / 구),가로등,"2,126,868 ","323,059,531 ","34,391,199,086 ",106.5 
202012,전체(시도),전체(시 / 군 / 구),심 야,"750,899 ","1,292,336,582 ","97,343,022,798 ",75.3 
합계,합계,합계,합계,"144,782,879","256,856,241,000","28,722,638,066,394",111.8
,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
202007,강원특별자치도,전체,가로등,"124,012 ","15,360,512 ","1,856,573,498 ",120.9 
202007,강원특별자치도,전체,교육용,"1,057 ","21,900,591 ","2,640,269,118 ",120.6 
202007,강원특별자치도,전체,농사용,"113,514 ","58,679,335 ","2,985,991,800 ",50.9 
202007,강원특별자치도,전체,산업용,"14,113 ","533,769,965 ","60,952,870,253 ",114.2 
202007,강원특별자치도,전체,심 야,"87,995 ","38,622,094 ","2,194,060,898 ",56.8 
202007,강원특별자치도,전체,일반용,"149,853 ","372,302,475 ","55,926,458,256 ",150.2 
202007,강원특별자치도,전체,주택용,"613,162 ","177,874,072 ","17,241,347,868 ",96.9 
202007,강원특별자치도,전체,합계,"1,103,706 ","1,218,509,044 ","143,797,571,691 ",118 
202007,경기도,전체,가로등,"365,639 ","60,398,088 ","7,527,236,940 ",124.6 
202007,경기도,전체,교육용,"4,539 ","112,408,810 ","13,412,401,925 ",119.3 
202007,경기도,전체,농사용,"235,052 ","185,119,968 ","9,270,553,305 ",50.1 
202007,경기도,전체,산업용,"131,738 ","5,813,408,299 ","712,628,246,975 ",122.6 
202007,경기도,전체,심 야,"137,575 ","73,739,689 ","4,615,510,638 ",62.6 
202007,경기도,전체,일반용,"698,788 ","2,548,418,369 ","370,463,766,678 ",145.4 
202007,경기도,전체,주택용,"3,014,378 ","1,612,575,070 ","167,153,854,044 ",103.7 
202007,경기도,전체,합계,"4,587,709 ","10,406,068,293 ","1,285,071,570,505 ",123.5 
202007,경상남도,전체,가로등,"184,581 ","20,682,874 ","2,491,148,195 ",120.4 
202007,경상남도,전체,교육용,"1,687 ","33,254,762 ","3,978,680,721 ",119.6 
202007,경상남도,전체,농사용,"215,710 ","146,499,255 ","7,397,187,620 ",50.5 
202007,경상남도,전체,산업용,"38,755 ","1,542,194,888 ","202,121,807,296 ",131.1 
202007,경상남도,전체,심 야,"82,794 ","23,437,485 ","1,337,692,471 ",57.1 
202007,경상남도,전체,일반용,"224,275 ","545,453,626 ","82,447,385,440 ",151.2 
202007,경상남도,전체,주택용,"1,177,154 ","386,679,799 ","37,387,219,937 ",96.7 
202007,경상남도,전체,합계,"1,924,956 ","2,698,202,689 ","337,161,121,680 ",125 
202007,경상북도,전체,가로등,"207,445 ","22,520,509 ","2,787,723,645 ",123.8 
202007,경상북도,전체,교육용,"1,474 ","48,351,538 ","5,233,029,789 ",108.2 
202007,경상북도,전체,농사용,"356,876 ","175,649,730 ","8,768,620,357 ",49.9 
202007,경상북도,전체,산업용,"32,466 ","2,254,113,416 ","264,036,949,440 ",117.1 
202007,경상북도,전체,심 야,"71,826 ","26,213,164 ","1,488,090,470 ",56.8 
202007,경상북도,전체,일반용,"217,572 ","435,223,486 ","66,734,406,221 ",153.3 
202007,경상북도,전체,주택용,"1,151,268 ","295,003,889 ","27,924,361,397 ",94.7 
202007,경상북도,전체,합계,"2,038,927 ","3,257,075,732 ","376,973,181,319 ",115.7 
202007,광주광역시,전체,가로등,"47,568 ","5,692,265 ","684,978,876 ",120.3 
202007,광주광역시,전체,교육용,628 ,"22,455,371 ","2,561,400,398 ",114.1 
202007,광주광역시,전체,농사용,"11,819 ","4,853,327 ","254,738,290 ",52.5 
202007,광주광역시,전체,산업용,"6,376 ","263,166,141 ","34,238,530,075 ",130.1 
